12,0,862,358,0
86,0,7358,11075,0
8,0,188,650,0
234,3,38829,383272,0
135,2,19384,475970,0
4,0,15,300906,0
12,0,586,247,0
247,0,51718,518921,1
78,0,9350,10227,0
16,0,1685,1130,0
250,0,46145,997831,1
202,3,31448,105247,1
3,0,29,18,0
2,0,0,0,0
13,0,1836,554,0
16,0,1632,1899,0
18,0,1429,702154,0
16,0,1774,1799,0
180,0,52533,55778,0
3,0,0,37,0
111,0,21811,718380,0
27,0,2212,771934,0
2,0,0,0,0
3,0,71,39,0
55,3,5734,763878,0
13,0,1799,407,0
2,0,0,0,0
3,0,28,17,0
79,0,9389,13072,0
25,0,2119,4323,0
30,0,1965,101623,0
82,0,7184,10096,0
82,0,10307,11707,0
13,0,1489,453,0
101,0,27671,18049,0
87,0,9799,13639,0
25,0,2198,4519,0
57,0,21228,2874294,0
3,0,56,31,0
31,1,1983,571,0
66,0,9802,8798,0
76,0,7425,11944,0
20,6,2069,3068676,0
5,0,68,608,0
82,0,7010,13460,0
82,0,8025,12859,0
115,0,23282,19353,1
43,1,3685,1088037,0
2,0,0,0,0
16,0,1345,1470,0
118,0,18213,18555,0
141,6,28316,19929,1
3,0,0,71,0
214,3,38900,727077,0
3,0,0,74,0
80,0,7870,11119,0
3,0,16,11,0
34,1,3045,191876,0
17,6,2493,3055272,0
3,0,31,18,0
3,0,38,22,0
74,0,6440,930911,0
5,1,193,203,0
219,3,41102,489655,0
3,0,140,73,0
225,5,58227,304333,0
2,0,0,0,0
18,6,1810,3069336,0
128,0,30594,311046,0
169,1,35012,351406,0
83,0,7909,9975,0
79,0,8874,10767,0
16,0,1257,1396,0
65,0,6600,7071,0
230,3,43784,906127,0
81,0,6923,10558,0
70,0,13881,20468,0
172,3,22192,130813,0
3,0,42,24,0
3,0,15,10,0
129,0,37662,25866,1
81,0,6254,613674,0
2,0,0,0,0
25,0,2316,2879,0
10,0,684,113,0
79,0,8115,11863,0
3,0,0,82,0
10,0,846,125,0
79,0,6509,10825,0
186,0,41370,73865,0
119,1,68966,285261,0
81,0,8126,9861,0
87,0,7231,13407,0
78,0,8170,11875,0
70,0,9206,8657,0
83,0,7678,13255,0
172,1,127050,722796,0
150,2,16344,977756,0
150,0,41261,29065,0
80,0,6723,11566,0
15,0,1278,370670,0
11,0,413,144,0
10,0,1440,249,0
103,0,25168,17423,0
219,5,30611,221107,1
155,1,31440,431347,0
4,0,34,334793,0
18,6,2708,3055639,0
18,0,651,1213,0
3,0,32,19,0
76,0,5919,623352,0
129,4,41944,405321,0
17,0,693,343,0
3,0,0,39,0
231,4,44113,369801,0
2,0,0,0,0
85,0,7771,9386,0
82,0,5832,501548,0
210,3,40948,297312,0
3,0,70,42,0
3,0,0,46,0
2,0,0,1,0
91,0,7518,12436,0
89,4,37989,233856,0
3,0,0,78,0
244,15,46556,638584,0
18,6,2276,3055447,0
78,3,9701,454546,0
81,0,8972,10171,0
85,0,7546,12773,0
24,0,2444,145621,0
82,0,7693,12529,0
67,1,11430,9420,0
201,0,44422,292210,0
247,0,61547,744216,0
113,0,38475,26165,1
24,0,2148,4979,0
80,0,7754,10857,0
230,7,40904,443990,1
82,0,7245,12811,0
12,0,670,279,0
173,1,15856,13276,1
114,0,31497,22897,1
17,0,354,178,0
164,0,47975,69495,0
12,0,436,150,0
244,6,61643,649664,0
18,6,2439,3055739,0
